ORDEN,SKU,MARKETING,ACTUALIZACIONES,ACTUALIZADO,VENTAS_ACUMULADAS,PRICE,LANZAMIENTO,CANTIDAD,PRECIO_MIN,SD_PRECIO,VENTA_ALTA
60832,541198,S,4,1,833651,99.0,2006,27,107.86,66.0,0
25334,159425,D,2,1,1144831,74.95,2001,18,54.73,60.19,0
19883,1452759,D,4,1,773761,157.67,2013,31,79.88,46.92,0
4551,116010,D,4,1,764669,136.8,2004,52,84.64,13.99,0
16824,862983,D,2,1,4497168,92.8,2001,24,37.32,15.83,0
32560,54391,D,9,1,380514,82.4,2009,93,91.56,20.93,1
15062,52955,D,14,1,49663,37.65,2010,95,137.62,58.93,0
26609,56665,D,5,1,1064843,76.6,2005,39,60.8,31.97,0
45878,913148,S,3,1,155361,44.95,2014,30,42.37,39.34,0
32900,2568395,D,1,0,11159358,0.0,1975,24,39.48,50.7,0
76586,616207,S,2,1,176723,122.25,2004,80,6.78,24.99,1
61965,542100,S,2,1,938955,32.25,2010,13,20.56,21.52,0
21321,386696,D,5,1,4468516,24.95,2006,38,105.98,4.94,0
10144,644733,D,8,1,1347288,67.0,2011,22,58.35,97.99,0
32337,183364,D,2,1,799681,108.95,2005,21,83.96,87.77,0
35939,112110,S,3,1,850198,124.5,2000,51,0.0,0.0,1
6984,57913,D,8,1,707203,14.92,2005,107,73.98,11.76,0
6816,54154,D,7,1,11730,178.2,2011,51,89.77,70.97,0
70031,125038,S,2,1,944094,44.95,1998,38,0.0,41.85,0
15640,869974,D,0,0,2792367,168.0,2007,18,43.62,0.0,0
14633,192851,D,4,1,3898845,149.0,2004,11,10.97,78.86,0
74097,743889,S,5,1,4321332,116.95,2008,6,188.79,23.78,0
54260,251812,S,5,1,565764,48.94,2009,19,42.11,38.96,0
79361,290092,S,6,1,2102674,24.99,2006,29,19.99,7.79,0
46877,592874,S,8,1,779935,216.0,2012,51,25.93,103.72,0
47902,50773,S,9,1,2376871,122.0,2004,40,113.75,6.1,0
69496,649216,S,4,1,889160,59.95,2005,25,33.04,47.14,0
4868,715564,D,9,1,3079600,158.0,2011,22,43.98,71.95,1
23096,56266,D,6,1,176762,195.95,2010,76,35.99,49.49,0
49810,724739,S,3,1,4420189,49.5,2001,18,48.93,24.55,0
14892,607634,D,3,1,2961243,121.2,2000,51,74.5,8.49,0
59600,212517,S,1,0,1128147,111.2,2001,49,0.0,0.0,0
23738,117148,D,2,1,613469,110.67,2005,25,84.62,51.87,0
66755,144144,S,6,1,1299810,161.0,1999,35,67.92,76.94,0
40518,649606,S,2,1,42180,40.0,2013,29,25.46,29.44,0
57039,567531,S,8,1,2654924,63.95,2007,26,33.11,10.84,0
40630,663954,S,3,1,1363696,48.95,2013,17,35.12,34.6,0
59504,533101,S,12,1,1134272,107.95,1999,31,5.67,4.55,0
16185,545607,D,9,1,1382844,199.95,2012,35,69.78,23.78,0
16287,117039,D,2,1,732938,39.6,2008,40,19.66,33.02,0
61408,571951,S,2,1,58134,99.95,2002,21,0.0,65.45,0
20113,416589,D,9,1,110621,36.99,2008,77,73.43,9.99,0
22981,593568,D,9,1,659966,45.25,2009,82,133.0,10.95,1
57514,913123,S,5,1,1005656,49.95,2008,30,34.08,16.74,0
2129,919685,D,2,1,2134470,26.95,1997,36,21.43,30.13,0
73587,620345,S,7,1,936331,170.67,2005,27,14.74,85.91,0
65371,716424,S,11,1,680595,13.28,2009,21,107.77,22.94,0
57148,613648,S,2,1,1125657,44.99,2007,85,29.43,7.96,0
70283,54079,S,3,1,3494589,157.95,2005,22,93.99,28.97,1
59675,194087,S,3,1,528440,92.0,2008,73,30.0,65.74,0
62317,774260,S,2,1,34047,60.5,2014,45,46.09,33.73,1
52050,53234,S,6,1,1311839,318.95,2007,62,29.83,45.64,1
74867,561726,S,8,1,1193946,171.95,2012,28,86.95,602.99,0
6437,2270706,D,3,1,2098556,24.74,2007,44,57.15,21.62,1
52508,876506,S,3,1,845650,84.95,2004,69,50.22,26.66,0
17039,287487,D,1,0,1526042,85.4,2006,24,53.28,16.99,0
22352,807002,D,3,1,2695208,91.95,2007,21,35.69,53.13,0
59210,656904,S,3,1,1368775,39.99,2012,21,29.7,28.64,0
3448,802622,D,4,1,2868935,34.99,2007,24,24.71,8.99,0
80342,525793,S,9,1,822664,84.75,2012,21,12.79,57.38,0
74905,2036814,S,3,1,1976401,62.64,2006,39,7.4,36.47,0
26837,108289,D,3,1,438689,43.1,2005,34,53.83,43.04,1
38674,163037,S,4,1,13330,27.95,2010,35,15.01,15.21,0
79522,569526,S,4,1,1157009,152.95,2005,26,0.0,72.51,0
70184,754044,S,1,0,133661,110.95,2012,21,0.0,52.91,0
9030,154015,D,11,1,1574056,18.99,2009,64,45.73,18.98,1
21694,254575,D,3,1,295221,76.0,2010,74,68.94,75.08,0
28661,571438,D,10,1,16768,110.0,2011,82,6.93,19.99,1
54437,917882,S,13,1,1379351,35.95,2008,38,41.42,13.87,0
12465,146268,D,5,1,195190,206.0,2010,184,97.47,23.99,1
75173,212468,S,3,1,3007772,139.0,1995,44,13.94,39.59,0
5235,609842,D,4,1,24102,131.6,2012,88,45.81,14.99,1
12785,2691378,D,2,1,3339249,49.95,2003,28,52.76,9.34,0
1386,2369648,D,3,1,1533550,125.8,1994,21,63.91,28.98,0
81874,288930,S,4,1,1203994,160.95,2008,52,5.12,26.49,0
78429,526390,S,3,1,32365,45.95,2008,31,20.91,38.09,0
18016,120864,D,5,1,301495,200.0,2010,91,59.68,18.99,1
2515,317704,D,0,0,5598359,97.25,2000,22,43.95,68.11,0
42275,2406496,S,5,1,1263847,49.95,1993,57,53.95,31.19,0
23360,114844,D,4,1,478169,198.0,2003,36,140.19,115.97,1
64967,544023,S,3,1,260058,58.5,2012,45,25.97,33.98,0
41202,116598,S,9,1,1044879,73.2,2004,23,4.05,13.98,0
50939,609597,S,2,1,1929114,111.95,2008,36,8.91,22.89,0
53535,53262,S,4,1,1708371,138.67,2005,74,66.94,11.94,0
45518,655058,S,13,1,580951,191.95,2013,27,181.6,86.18,0
20503,116476,D,5,1,587549,136.0,2003,48,57.99,21.94,0
29380,631582,D,2,1,1020401,50.0,2010,28,33.99,18.98,0
11553,176757,D,2,1,2738560,69.95,1999,23,20.98,20.94,0
19103,614186,D,3,1,107818,72.0,2010,36,50.1,12.09,1
57253,904168,S,3,1,2478459,169.99,2001,15,122.5,48.99,0
65384,279588,S,4,1,159605,49.95,2010,40,27.54,31.96,0
19536,53113,D,10,1,54058,177.95,2009,138,59.98,23.99,1
73723,527967,S,4,1,79017,261.25,2011,56,62.99,59.87,0
1401,2414202,D,2,1,3084061,259.0,1976,13,80.99,108.94,0
21426,245234,D,2,1,514490,167.95,2006,114,35.39,11.98,1
24940,684271,D,1,0,2032894,16.8,2006,18,46.47,11.74,0
72304,265324,S,2,1,222023,74.0,2010,30,51.94,54.97,0
68,320961,D,1,0,1206960,69.95,2004,18,37.21,48.99,0
58827,533226,S,2,1,1476546,27.95,2008,19,0.0,0.0,0
2929,2617825,D,0,0,4378903,40.95,1986,14,0.0,77.72,0
35223,58248,D,6,1,187580,209.95,2010,42,103.03,18.98,0
50110,619042,S,3,1,860676,37.95,2001,45,37.95,21.8,0
73260,543934,S,2,1,857153,49.0,2013,33,21.05,30.18,0
19423,295262,D,2,1,3083225,57.95,2000,25,70.88,57.74,0
19246,1688089,D,1,0,4413281,37.5,2007,16,46.81,66.41,0
67317,120257,S,6,1,109320,259.0,2011,90,153.97,34.99,0
40664,672840,S,8,1,9298,19.99,2012,17,0.0,0.0,0
5140,54526,D,7,1,207576,114.2,2009,181,53.98,14.49,1
14359,55381,D,6,1,90693,98.09,2009,79,66.75,70.11,1
22042,111141,D,4,1,94823,72.99,2011,95,38.12,33.4,0
26034,53965,D,7,1,51196,307.95,2009,103,183.46,38.99,0
26304,57523,D,2,1,257130,21.99,2008,56,95.8,21.99,0
53846,51769,S,13,1,1428022,0.0,2005,23,198.24,138.94,0
80281,764120,S,4,1,1500375,125.95,2001,44,4.68,10.99,0
24277,54688,D,3,1,182198,23.98,2008,70,52.0,23.98,0
55250,789656,S,3,1,2877999,43.95,2007,50,8.98,4.2,0
52265,55234,S,3,1,636915,152.95,2008,49,77.99,66.33,1
77733,56825,S,3,1,1971904,4.2,2004,86,20.31,4.24,0
56879,233859,S,1,0,2207289,39.95,1995,86,23.21,12.96,0
60243,1589963,S,1,0,1181362,64.99,2014,13,0.0,53.02,0
33674,293369,D,6,1,1856117,47.0,2010,39,0.0,24.35,0
8586,789387,D,0,0,2250357,79.95,2005,38,33.99,8.48,1
26858,905546,D,1,0,1064187,150.0,1993,19,124.87,80.49,0
66955,296726,S,5,1,393908,32.95,2010,45,27.91,18.58,0
64255,60244,S,3,1,1131582,126.2,2005,72,72.74,14.45,0
67885,152851,S,2,1,711108,109.0,1999,54,32.64,20.71,1
77300,261260,S,2,1,3136107,65.0,1996,23,19.0,15.23,0
51131,864055,S,2,1,1348301,49.95,2011,40,6.41,13.24,0
65669,639897,S,3,1,49877,34.95,2011,26,20.78,21.13,0
49446,266886,S,2,1,2178447,44.99,2006,36,32.4,18.98,0
4333,169651,D,7,1,1013096,105.95,2007,41,84.15,15.35,0
27080,635147,D,2,1,1545383,206.0,2009,20,122.98,98.98,0
60572,906893,S,2,1,1140182,64.0,2010,20,36.41,45.72,0
14283,403114,D,2,1,200312,146.0,2006,55,121.19,22.94,1
14435,165465,D,4,1,6168979,195.0,2003,15,127.48,170.97,0
22792,110125,D,8,1,493343,21.98,2008,57,125.87,15.0,0
21485,533341,D,9,1,42966,164.6,2012,97,112.96,72.99,0
12117,51259,D,8,1,970493,130.95,2005,64,109.35,11.61,0
27840,915052,D,0,0,3448476,51.95,1993,22,62.86,9.99,0
26664,894278,D,2,1,5041212,184.0,1994,11,207.33,697.35,0
28202,50665,D,10,1,294199,194.0,2007,82,142.99,58.02,0
19357,2832923,D,2,1,8184647,299.95,2004,17,123.13,39.98,0
32510,194026,D,2,1,1167957,64.0,2004,50,33.06,21.99,0
77335,872939,S,1,0,28061,75.0,2014,43,44.2,71.25,0
55850,637270,S,3,1,844680,81.95,2006,30,63.49,62.95,0
70892,872547,S,2,1,100583,65.0,2013,77,53.8,47.72,0
61866,861208,S,5,1,108460,50.0,2013,45,18.99,24.05,0
51128,143277,S,4,1,956225,141.0,2009,37,78.5,6.59,0
30106,526329,D,4,1,1196233,94.0,2006,68,41.16,25.87,0
6233,163089,D,9,1,72102,146.22,2011,52,90.53,125.81,0
73111,1696954,S,1,0,248496,50.0,2014,49,0.0,27.99,0
52097,1573949,S,4,1,1679676,76.95,2006,31,13.19,4.83,0
4863,52197,D,7,1,1906850,259.95,2005,71,149.55,13.99,0
4956,911188,D,12,1,1618101,11.35,2012,30,179.12,11.35,1
2371,873970,D,3,1,7237791,40.0,1994,18,92.24,7.74,0
77967,2862529,S,3,1,9766,13.0,2004,120,7.18,10.94,0
15184,137526,D,3,1,3493401,93.33,2008,38,8.59,12.99,0
68404,112127,S,0,0,836506,175.75,2002,157,19.89,41.99,0
26699,912522,D,1,0,1212812,66.05,2006,17,39.77,62.97,1
3280,243878,D,5,1,2571594,204.95,2010,15,9.34,20.0,0
4078,544547,D,14,1,9442,168.95,2013,84,63.87,65.77,1
80739,911189,S,1,0,516494,24.95,2006,23,8.37,21.08,0
3771,564129,D,2,1,11246611,129.0,1996,12,106.99,53.61,0
63120,544652,S,21,1,96564,217.95,2013,98,8.47,15.95,1
3988,531715,D,4,1,101184,64.99,2010,82,51.99,90.32,0
18167,566685,D,2,1,2296438,156.0,1993,21,64.52,44.21,0
63208,1433804,S,8,1,223070,55.0,2013,7,0.0,41.66,0
44523,870821,S,3,1,591171,168.67,2014,24,110.06,32.98,0
72544,626803,S,2,1,762194,77.33,2012,27,19.35,63.99,1
71527,111300,S,1,0,1905940,50.83,2010,24,63.62,40.96,0
2317,2363113,D,2,1,2295377,72.95,1999,12,60.87,109.58,0
83095,2855563,S,0,0,820166,14.5,2005,14,40.6,12.99,0
22467,56291,D,8,1,1305252,54.63,2007,22,103.87,48.97,1
53174,723368,S,1,0,2968641,200.0,2009,13,2271.99,129.53,0
43539,620878,S,2,1,2385,39.99,2004,103,59.98,23.59,0
33121,2470982,D,5,1,3113780,55.4,1994,24,49.72,55.0,0
1017,298368,D,6,1,1807179,75.95,2007,73,15.35,4.99,0
76711,870427,S,3,1,72706,39.95,2014,32,23.25,24.97,0
6862,203785,D,2,1,874569,99.95,2005,76,53.99,35.19,1
71317,866279,S,0,0,15238,39.99,2015,87,22.93,18.99,0
24619,109621,D,10,1,244443,69.34,2005,44,73.98,17.65,0
65256,811164,S,9,1,665963,27.99,2009,57,20.0,24.0,0
51648,145495,S,3,1,2759389,80.6,2006,35,115.19,8.99,0
80237,534661,S,4,1,63348,42.95,2012,34,21.96,35.65,1
25930,200069,D,2,1,3179306,97.95,2004,35,41.57,4.39,0
66095,766865,S,3,1,735415,129.95,1999,35,5.38,11.3,0
27836,113925,D,3,1,3828835,107.0,2000,15,131.71,26.89,0
17729,288893,D,1,0,156806,43.95,2004,21,65.69,38.94,0
57804,913945,S,6,1,1108179,65.0,2006,39,23.43,29.95,0
75056,639813,S,3,1,487323,70.0,2012,40,43.97,52.5,0
8893,126721,D,10,1,54046,63.0,2007,68,60.7,42.28,0
20701,55987,D,3,1,657214,48.95,2005,52,48.54,12.99,1
22685,616509,D,2,1,1980613,93.95,2002,28,57.76,45.65,0
21523,53571,D,14,1,1985824,85.4,2005,63,29.64,38.99,0
54678,147522,S,7,1,873123,75.95,2007,29,38.13,65.98,0
20524,128933,D,2,1,5089415,59.95,2004,29,21.78,59.95,0
25049,2388031,D,4,1,13388455,0.0,1990,15,38.47,18.99,0
61893,206622,S,4,1,1035380,192.95,2003,34,13.99,38.99,0
27844,633393,D,1,0,852523,65.95,2007,18,0.0,0.0,0
70229,867646,S,6,1,47440,103.0,2014,46,47.24,73.87,0
2045,897636,D,0,0,2771350,14.64,1997,14,53.6,89.24,0
56648,125586,S,1,0,124878,74.0,2000,44,59.89,19.64,0
2936,58059,D,2,1,3002235,80.95,1998,42,78.99,19.59,0
20620,288555,D,0,0,1943928,49.99,2004,46,30.1,5.81,0
49769,606995,S,3,1,1608838,41.5,2006,23,78.83,42.02,0
34213,538499,D,3,1,89379,240.0,2013,53,37.65,32.27,1
3909,154029,D,8,1,483879,15.99,2009,144,34.48,15.84,1
55253,652808,S,1,0,822690,88.95,2010,19,42.69,52.6,0
50024,55169,S,4,1,604674,145.2,2006,81,101.69,18.96,0
5467,537895,D,2,1,693385,74.0,2000,28,58.09,33.21,0
4848,52970,D,7,1,19936,295.95,2010,203,116.4,31.71,1
9707,532783,D,4,1,37797,310.25,2012,106,150.59,45.81,1
25055,252559,D,1,0,728158,18.97,2009,60,63.14,22.85,1
33472,120833,D,1,0,476721,102.0,2010,29,76.49,63.86,0
78885,101262,S,1,0,281670,141.95,1997,58,205.01,10.99,0
31001,3272049,D,1,0,6053086,0.0,2002,24,51.98,45.04,0
79396,534790,S,41,1,188233,70.0,2013,16,11.23,33.99,0
42461,2772393,S,6,1,1207980,55.0,1997,19,4.0,43.92,0
8979,260090,D,1,0,700441,109.0,2007,27,78.49,36.99,0
52542,1679854,S,49,1,418032,54.95,2014,34,16.51,21.97,0
66027,115358,S,3,1,190981,179.8,2005,30,29.58,102.61,0
12116,51257,D,9,1,114343,231.95,2010,46,109.35,119.37,0
68581,603566,S,0,0,190235,51.95,2003,29,0.0,35.18,1
21008,272101,D,5,1,2084096,75.95,2008,16,54.17,60.14,0
53766,217347,S,5,1,346527,50.0,2011,50,23.64,4.42,0
11192,317634,D,4,1,2502206,125.0,1998,26,33.99,35.93,0
80549,585988,S,6,1,882387,34.95,2003,35,41.89,38.34,0
45896,2551369,S,6,1,2045205,329.0,2004,18,228.99,103.98,0
73708,608939,S,3,1,1445754,59.99,2005,30,4.0,59.71,0
71972,866614,S,6,1,38216,112.0,2014,104,62.85,44.07,0
37679,285281,S,17,1,1472223,124.5,2005,24,72.49,18.98,1
84635,249833,S,6,1,533914,139.95,2007,69,9.15,41.76,0
11800,620359,D,6,1,1268746,100.35,2004,37,59.56,54.17,1
26600,631507,D,2,1,242279,161.76,2011,38,148.99,108.19,1
62348,1667929,S,0,0,987416,61.0,2009,21,8.29,31.92,0
12299,269541,D,1,0,1192914,79.95,2007,19,65.98,38.53,0
19425,158278,D,1,0,1309748,99.95,2007,20,75.98,91.99,0
60955,640099,S,3,1,304211,99.0,2006,42,8.48,54.26,0
46368,2841478,S,4,1,283620,236.8,1988,9,0.0,180.2,0
50142,531931,S,4,1,1244145,124.95,2009,43,30.69,13.1,0
5860,244349,D,15,1,18015,28.69,2012,179,78.5,23.99,1
50228,616230,S,1,0,46800,50.0,1995,121,35.99,17.41,1
84706,1827193,S,3,1,1055668,131.95,2014,30,91.94,88.94,0
30294,366717,D,2,1,1064254,187.95,2000,32,126.63,42.59,1
67563,655283,S,3,1,130078,53.32,2012,45,26.94,27.6,1
75905,194143,S,3,1,74110,69.0,2008,51,23.37,35.59,0
12036,534009,D,11,1,4114957,112.4,2006,13,37.37,110.67,0
22868,3066268,D,1,0,345022,79.95,1997,43,176.1,16.49,1
71153,592538,S,3,1,89938,204.95,2005,30,78.42,50.94,0
75172,620218,S,2,1,28031,179.95,2012,40,66.91,71.33,0
49970,51955,S,4,1,590367,195.0,2004,148,158.81,21.76,0
58424,889897,S,2,1,5920862,100.0,2005,10,0.0,11.53,0
62996,203682,S,4,1,86615,95.99,2010,45,72.46,51.42,0
968,2332821,D,2,1,2733699,77.4,1990,21,103.99,66.93,0
6071,119204,D,6,1,20079,169.8,2012,69,90.84,124.14,0
23279,888209,D,4,1,1657246,50.67,2006,6,25.95,0.0,1
68435,607730,S,4,1,718918,105.4,2007,36,76.94,30.56,1
35143,2620989,D,1,0,991425,148.95,2003,22,18.89,62.35,1
82784,2674939,S,2,1,3901383,0.0,1976,26,43.99,122.37,0
29985,615738,D,4,1,1617611,154.0,2005,32,157.8,30.97,0
17557,51093,D,4,1,473886,23.1,2008,53,127.47,25.06,1
66627,289845,S,2,1,832810,76.95,2010,36,11.79,58.67,0
51680,308094,S,2,1,490130,64.0,2008,41,56.4,14.85,0
15429,264630,D,2,1,4012761,78.0,2005,13,56.74,53.33,0
23756,248068,D,2,1,382280,86.0,2010,27,53.94,36.81,0
23711,2363461,D,0,0,1549850,125.99,2003,15,114.45,103.51,0
67488,623159,S,8,1,499006,39.99,2007,26,4.33,9.96,0
15641,118152,D,7,1,1312304,158.0,2006,64,96.69,23.86,1
26071,1455678,D,9,1,533203,208.93,2014,18,115.57,174.1,0
39660,379353,S,7,1,2228404,138.96,2005,21,0.0,10.98,0
67037,647340,S,2,1,454627,89.73,2010,18,55.88,33.99,1
78401,537722,S,5,1,27907,22.0,2012,32,0.0,0.0,0
71039,683636,S,6,1,180928,24.99,2012,38,0.0,0.0,0
48233,567448,S,4,1,289963,99.95,2005,23,4.33,55.14,0
4184,1518367,D,8,1,3959029,192.95,2010,14,125.99,192.98,0
80198,481223,S,4,1,4028870,31.2,1998,30,32.22,38.34,0
29329,2907247,D,7,1,930521,0.0,2001,20,23.66,73.81,0
81105,545442,S,2,1,75903,26.0,2013,44,16.19,22.65,0
3411,178621,D,4,1,1191574,109.95,2008,19,62.42,9.97,0
61853,626696,S,3,1,86173,34.99,2012,56,20.34,21.13,0
80410,117018,S,1,0,286701,158.0,2010,48,0.0,28.39,0
29569,373448,D,2,1,2245270,93.95,1996,20,0.0,0.0,0
50107,228905,S,3,1,766898,37.0,2001,45,26.92,59.11,0
39836,550407,S,7,1,516928,1270.3,2007,16,4.96,135.69,0
29999,184577,D,1,0,2618730,95.0,1999,18,50.98,13.99,0
46620,898748,S,1,0,115726,79.99,2014,29,49.98,48.03,0
13384,591330,D,1,0,3085642,100.95,2006,16,129.99,27.99,0
72892,2154596,S,31,1,56612,59.0,2015,10,0.0,50.85,0
71286,113679,S,4,1,1114600,185.0,2003,40,43.49,19.62,0
58193,2575857,S,0,0,459610,75.0,1985,51,0.0,11.26,0
35211,569843,D,6,1,1492388,178.95,2005,34,171.48,50.39,0
6711,264275,D,4,1,457231,42.95,2007,97,26.22,13.69,0
51760,619811,S,2,1,1343889,75.0,2008,22,4.93,8.04,0
72369,169166,S,2,1,114143,110.95,2006,20,9.95,97.07,0
60106,131050,S,6,1,468164,99.6,2011,40,6.22,54.43,0
79676,860980,S,5,1,395455,50.44,2009,24,0.0,0.0,0
84287,525183,S,3,1,111802,90.2,2012,41,47.93,73.36,0
65201,591984,S,2,1,1052822,72.0,2007,39,7.86,32.89,0
85048,181823,S,2,1,3573563,39.95,2002,42,4.0,8.99,0
32781,131718,D,1,0,2761808,62.2,2004,28,27.95,13.24,0
11857,428364,D,0,0,636345,77.0,2004,29,62.34,16.63,0
38824,1777985,S,2,1,89705,19.99,2012,44,0.0,6.96,0
62799,545888,S,4,1,384659,230.0,2012,81,44.19,65.54,1
62271,613339,S,4,1,1872190,36.95,2007,76,23.19,5.74,0
37578,177154,S,10,1,2582655,135.95,2002,13,183.98,26.99,0
42272,2401427,S,3,1,1647127,130.13,2005,21,21.7,72.87,0
24226,152705,D,2,1,1499618,64.95,2001,17,53.99,38.31,0
12861,118302,D,2,1,1602685,52.4,2010,43,42.14,25.66,0
5166,51921,D,14,1,6683,305.8,2011,240,133.01,59.48,0
8305,58347,D,3,1,26619,59.95,2007,91,68.98,23.99,1
22388,618634,D,11,1,2247519,160.0,2003,18,61.55,21.9,0
28125,593019,D,6,1,2046586,137.61,2009,20,125.65,45.09,0
57592,205901,S,2,1,1278461,60.0,2005,31,40.36,15.13,0
74335,545125,S,2,1,257465,24.95,2011,42,15.39,19.75,0
70501,342854,S,2,1,466514,255.75,2006,33,53.99,59.99,0
11714,556797,D,1,0,1104036,67.0,1995,15,53.99,67.77,0
68826,864518,S,7,1,54811,45.0,2014,63,34.31,29.48,1
11147,537390,D,6,1,40557,148.2,2012,100,68.87,51.27,1
27940,917864,D,2,1,962506,50.0,2004,28,58.0,43.38,0
9972,2555202,D,0,0,121589,68.0,1981,63,35.49,25.0,0
70735,162922,S,2,1,1131535,62.95,2009,32,23.99,53.85,0
44526,871040,S,2,1,2030700,49.0,1992,49,37.4,11.99,0
53068,639811,S,5,1,73812,67.65,2009,25,61.89,152.95,0
84720,623654,S,2,1,340323,119.25,2001,38,0.0,83.74,0
7811,51739,D,6,1,23824,21.92,2006,293,71.64,7.78,1
25880,254520,D,2,1,115272,109.95,2011,224,56.66,18.98,1
34778,167370,D,2,1,236325,51.21,2008,54,74.3,55.71,0
54928,161685,S,7,1,416484,9.66,2009,160,25.89,28.71,0
52696,2340069,S,2,1,2025500,131.0,1994,31,26.95,37.32,0
52859,246556,S,2,1,301166,52.95,2006,58,43.87,35.2,0
26678,623553,D,3,1,1650607,99.95,2008,16,34.54,42.98,0
47023,867650,S,4,1,16964,112.0,2014,90,67.88,69.93,0
54439,217671,S,2,1,2457812,144.99,1998,20,149.66,79.49,0
77846,110166,S,5,1,31863,170.25,2008,53,50.31,93.3,0
9914,3577842,D,0,0,4988718,56.95,1994,23,0.0,8.74,1
27108,51842,D,9,1,30212,64.48,2011,59,76.72,132.49,1
53841,175420,S,1,0,542679,68.75,2001,57,37.96,24.99,0
193,2039339,D,5,1,2447484,192.0,2010,24,192.45,231.83,1
53767,2258882,S,4,1,2004695,48.3,2008,17,155.3,66.48,0
2715,1447449,D,4,1,218152,103.94,2011,17,0.0,88.78,0
63351,620637,S,2,1,1167488,100.95,2003,43,31.66,48.19,0
21898,54217,D,5,1,212471,148.4,2007,101,101.23,23.99,1
3196,772905,D,7,1,558597,43.98,2008,18,132.98,43.97,0
72061,594798,S,5,1,7502,69.99,2011,41,42.05,44.64,0
48044,861528,S,7,1,1208306,182.65,2013,21,0.0,123.18,0
79331,526139,S,2,1,472277,60.95,2013,55,46.21,57.55,0
58070,262614,S,3,1,1461482,61.95,2003,32,37.59,23.99,0
25118,56136,D,3,1,370373,109.95,2007,45,78.93,57.96,0
81659,874558,S,4,1,525344,59.33,2013,17,49.72,63.36,0
22313,114796,D,5,1,1300799,90.67,2002,32,67.5,19.87,1
60051,612052,S,2,1,414557,80.0,2013,31,78.49,66.15,0
18300,778515,D,1,0,2717570,137.95,2006,36,70.35,21.76,0
2826,2529328,D,2,1,5126610,69.95,1991,13,50.91,16.94,0
18812,154059,D,3,1,211999,20.97,2010,97,43.29,15.0,1
42307,248500,S,9,1,2878214,39.99,2007,27,4.75,8.81,0
82575,248040,S,2,1,571602,104.95,2008,21,40.99,49.21,0
10655,268397,D,3,1,619643,65.0,2005,26,72.56,48.99,0
9876,281682,D,0,0,2972394,99.99,1998,15,31.87,153.99,0
82630,2814507,S,3,1,770283,40.0,2015,15,0.0,21.99,0
32238,537914,D,5,1,97139,89.95,2006,86,71.68,31.98,1
16169,2576438,D,1,0,1299321,98.95,1993,42,90.92,49.05,0
19143,139753,D,1,0,1168906,49.95,2005,26,24.99,29.84,0
29530,495336,D,1,0,592724,104.0,2011,70,43.99,18.49,0
27578,193541,D,3,1,184919,69.0,2007,58,43.99,14.8,0
35710,114412,D,0,0,584348,56.8,2003,30,55.01,43.53,0
75862,547224,S,1,0,379130,44.95,2012,53,0.0,16.68,0
40998,897285,S,0,0,915277,45.95,2004,17,28.99,37.79,0
63783,654806,S,2,1,865812,35.95,2006,24,27.98,32.17,0
30665,3588947,D,2,1,2522631,30.0,1993,24,0.0,33.94,0
74839,540994,S,8,1,3088,61.95,2013,115,39.8,35.95,1
20973,650902,D,2,1,846686,219.0,2011,21,266.19,9.99,0
81904,243108,S,2,1,146840,29.95,2004,47,31.46,7.38,0
81645,745666,S,1,0,448557,45.0,2003,95,0.0,28.36,0
19286,726391,D,2,1,4912365,69.95,2007,4,75.02,186.96,0
4101,619139,D,3,1,3255799,131.73,2011,29,0.0,0.0,0
50164,658012,S,5,1,125318,90.0,2013,42,67.73,49.69,1
47110,2972574,S,5,1,1906764,99.99,2014,3,0.0,97.82,0
10179,284994,D,1,0,1067370,62.95,2004,46,25.75,18.14,0
63181,716526,S,3,1,433944,40.0,1997,40,0.0,47.94,0
65660,165158,S,3,1,636885,108.32,1997,34,24.94,76.98,0
59434,194207,S,2,1,443415,39.95,2010,18,19.87,19.27,0
30766,247701,D,2,1,1085225,41.95,2006,29,31.72,38.93,0
56660,308614,S,3,1,1670512,107.25,2002,43,101.21,15.76,0
51127,540461,S,4,1,1167720,190.0,2009,39,78.5,23.99,0
80038,644553,S,6,1,842011,45.6,2012,17,22.99,45.6,0
75480,646492,S,3,1,1375887,44.95,2008,20,38.99,47.99,0
50076,581707,S,5,1,1123080,175.0,2007,49,69.14,26.21,0
64125,521082,S,2,1,330178,49.99,2010,20,15.95,28.97,0
18402,57520,D,6,1,366702,109.95,2006,245,73.09,6.74,0
9091,54914,D,7,1,19660,80.6,2010,67,19.98,48.32,1
83249,910995,S,3,1,953610,32.0,1989,18,0.0,17.89,0
71302,250424,S,4,1,362919,21.99,2011,35,16.47,33.99,1
61407,906128,S,2,1,4323847,68.77,2006,20,33.84,48.63,0
32488,57824,D,6,1,122476,88.3,2008,58,70.43,80.72,1
69582,863019,S,2,1,761938,34.0,2002,56,4.0,10.87,0
61952,532272,S,2,1,1051836,70.0,2009,29,29.13,38.99,0
19054,251208,D,2,1,105046,52.95,2010,87,45.2,15.98,0
56779,900860,S,3,1,1125178,223.75,2010,22,88.06,52.09,0
79204,620367,S,3,1,450343,110.0,2003,47,21.14,71.77,0
16371,110140,D,9,1,1834553,7.74,2007,49,95.99,7.49,0
54800,623480,S,2,1,651612,78.95,2010,35,69.99,112.03,0
